content,score
"Aplikasi nya bagus sekali, para picker nya ramah, dan banyak sekali informasi yang bermanfaat di aplikasi duitin ini.",5
"Aplikasi bagus, manfaat nya juga bagus, melindungi bumi alam ini. Tapi Apakah untuk Pandeglang banten sudah tersedia?",4
"2 bintang dulu ,sedih karena Bali belum ada. Sungguh ini aplikasi yang akan dipakai semua org dan bakal boom di ibu2 RT. Semoga Bali segera adq duitin. Sukses ya",2
Sudah nunggu berkali kali coba berkali-kali kode otp nya ga muncul muncul udah sy un instal tlong perbaiki lagi,1
"Saya kasih bintang 2 dulu, sebenarnya aplikasinya bagus, tapi daerah saya (sidoarjo) belum ada jadi belum bisa digunakan",2
Sangat membantu untuk ibu-ibu yang ga bisa keluar rumah. Dengan aplikasi ini jadi lebih mudah. Terima kasih DUITIN,5
"Aplikasi bagus, solusi menanggulangi sampah yang bisa di daur ulang. Dapat duit lagi..",5
"tolong buat apk duitin semoga bisa buka cabang di Makassar yaa:) soalnya sy nggak bsa pake app ini krna sy tinggalnya di Makassar, mohon di bantu'yaa:)",3
"Aplikasi sudah bagus, tapi ga bisa daftar apalagi login. Semoga ke depan nya lebih baik lagi..",5
Cukup recommended aplikasi yang sangat membantu dan cukup mudah menggunakannya. Namun apa belum bisa utk bayar tagihan ya?,4
Gak bisa masuk yah ke aplikasinya mau daftar ga bisa masuk. Apa ga bisa wilayah jakarta.,1
Saya baru bisa kasih bintang 4 soalnya area masih belum terjangkau buat daerah kecamatan Bogor.. padahal aplikasi udah bagus..,4
"Aplikasi sangat keren, sangat di sayangkan 3kg masa dapet 3600, lebih baik sama tukang rosok yang keliling 1kg 5000🤦",5
"Saya sudah download tapi setiap mau daftar selalu keluar dari aplikasi, jadi gk bisa daftar, tolong dong di bantu",2
Ini kenapa yah aplikasinya udh daftar terus udh izin aplikasi tiba² keluar sendiri saya coba lagi coba terus tetap saja seperti itu,1
"aplikasi tidak dapat dibuka, karena minta di update. tapi tidak tersedia updatenya.",2
"Kenapa saya mo daftar kok nggak d kirimin kode verifikasi sih, dah minta berulang kali tetap tak ada kode verifikasi nya, ini aplikasi masih jalan ngga sih....",1
"Gak bisa daftar, setiap klik daftar langsung keluar dr aplikasi😭",1
Bru jga download udh suruh update aja.. Pas mau di update jg ga bisa2 aneh..,2
"Kayaknya bagus nih app, tpi masih nunggu yg di daerah Bali sih😩 di Bali masih picking soon😭",3
"Aplikasi gak jelas, masukin kode otp aja susah bgt. Lagian lokasi juga tidak terlalu luas",1
Ga ada tetapan harganya suruh milah bener kerja harus iklash masalahnya ini dagang bintang satu dulu tar kalo dikasih list harga baru tambahin sesuai kepuasan Ah ngambang appsnya dah uninstal kedepan lebih baik👍👍,3
"Aplikasi bagus , mudah digunakan , cocok untuk yang mau cari penghasilan tambahan",5
Saya kasih bintang 3 karena belum masuk ke daerah kalimantan terutama banjarmasin. Moga bisa meluas seperti startup yang lainnya,3
"Bagus untuk keberlangsungan Lingkungan, Tapi coba Gerak cepat untuk pemerataan wilayah jangkauan. Saya siap untuk Jadi orang pertama di Daerah Purwakarta... Saya ada lahan untuk penampungan sementara.",4
"Halo! Ini saya mau daftar , ditelpon juga buat kode otp, tapi udah diangkat baru sedetik langsung dimatiin dari sananya. Ga ngomong apa"" langsung mati aja gtu telpon nya. Gimana ya ini solusinya? Kalau udh dpt solusi, kuganti bintangnya. Makasih",2
"saya mau daftar aplikasi ini, tapi pas masuk ke kode otp kenapa kode""nya tidak terkirim ke saya padahal nomor saya masih aktif² saja:)",2
"App apa ini harus punya tanda pengenal dulu, saran aja kalo buat app jenis kaya gini harusnya bisa semua orang bukan cuma yg punya tanda pengenal",2
"Aayoooo semangattt perbaiki aplikasi nya, masih banyak bug, aplikasi ini akan sangat berguna",5
Tolong diadakan juga dikalimantan khususnya kalimantan timur karena apk ini sangat bagus sekali,4
Keren aplikasinya. Jarang-jarang ada yang nampung kotak multilayer sama popok. Sukses buat duitin,5
Sebenernya aplikasi bagus tapi sayangnya tempat saya belum ada min semoga hadir di tempat saya (Wonogiri),5
tidak bisa daftar. otp tidak muncul padahal tlfn sudah masuk.,1
"Izin bertanya kak, saya sudah mendaftar tapi kok gak bisa"" isi nya terjadi kesalahan, coba beberapa saat lagi. Terimakasih",1
"Sudah dapat OTP, thanks for ur respons Sayangnya di Surabaya blm ada. But okay",4
"Tolong bantuan nya, saya tidak bisa memasukan kode verifikasi,padahal no yang sudah saya masukan 4 digit angka trakhir dari penelpon sudah benar,saran saya lebih baik kode otp di kirim via message aja atau auto verifikasi dari message yang di kirim",2
"Aplikasi yg berguna banget, semoga untuk daerah kota Makassar sdh bisa juga menggunakan aplikasi ini. Sangat membantu 👍👍👍",5
Ga bisa masukin otp kenapa ga pakai SMS aja kalau tlfn ga bisa 😕 tolong duitin diperbaiki lagi ya...,2
Waw mantap sekali aplikasi Duitin ini.sistemnya ok banget. Terus kembangkan lg dan kami dukung sepenuhnya.,5
Bagus dalam sistem pengolahan ga tetapi harga terlalu murah dan ada potongan,4
Sudah berapa kali saja bikin pesanan utk sampah plastik saja tapi batal terus diaplikasi nya ini gimn sampah saya terus menumpuk...,1
"Saya kasih bintang 3 dulu Kak saya kan dari bali Di bali belum ada kan kk?? Tolong ad di Bali kk Soalnya banyak sampah yg di bali orang"" sulit memilaah Mungkin dg aplikasi ini orang Bali mungkin bisa berfikir ulang untuk memilah sampah dg baik Terimakasih",3
"Aplikasi yg keren. pertanyaan untuk klasifikasi, apakah untuk jenis kertas atau karton, termasuk juga UBC (use baverage carton)...",5
"hai..,sy blm ngerti sih cara kerja duitin, tapi seperti nya bagus karna dapat membantu kita mengurangi sampah",5
halo tim duitin saya sdh download apps ini dan daftar tapi kenapa pas verif tidak ada pesan yg masuk ya hanya telpon saja,1
Aplikasinya gak bisa d buka sma skli pdhl jaringan saya 4G + ad kuota Tolong perhaiki!,1
Berkali-kali telpon masuk tapi OTP tidak ada di mohon atas bantuan nya. Terimakasih.,4
Perluas dong cakupan wilayahnya:) jujur ini aplikasi yang saya impikan untuk Indonesia yang lebih baik.,5
"Gimana nih nomer otp nya gak masuk"" , apa sudah tersedia di balikpapan? Gimana rate nya mau bagus kalo kinerja nya begini...",1
minta kode otp buat daftar ga keluar2 kodenya. sms kode otp ga ad.tp dpt panggilan tlp yg ga ad suaranya.trus gmn mau daftar coba,1
"Program ini bagus sekali. Apakah daerah Cileduk Tangerang Kota bisa dijangkau? Karna kami jg butuh program yg sepeti ini. Apalagi kami para IRT bisa sangat terbantu sekali apabila program ini bisa menjangkau tempat kami. Tolong di bantu mewujudkannya ya, trimakasih.",3
"Suka banget sma duitin karena bisa mengubah barang yang dianggep sampah jadi duit, dan dimanfaatkan jd barang yg berguna lagi 😄",5
"Saya mau daftar tapi tidak ada kode buat verifikasi nya, padahal nomor nya udah benar dan di ulang beberapa kali. Kenapa yah?",1
"Saya ko tidak dapet2 ya kode OTPnya, padahal sudah berkali2 dicoba, mohon bantuannya yaa",2
"Hai kak, kenapa aplikasi ini tidak bisa dibuka setelah saya sudah mendaftar ya? Tolong bantu jawabkan ya, apakah saya harus install lagi atau bagaimana. Saya ingin menggunakan aplikasi ini, tapi saat dibuka malah kembali ke home. Terima kasih",1
Kode verifikasi terjadi kesalahan mulu padahal jaringan lancar sudah gantu kartu juga masih tetap,2
"Aplikasi bagus, menyadarkan org memilah sampah plus bisa dpt duit.",5
Itu gmana sih saya mau daftar loh Kenapa gak bisa otp pas mau angkat tlpn malah di matiin begitu aja.ni aplikasi masih aktif gak sih tolong jawab nya makasih,3
Setelah saya pelajari aplikasi ini sangat baik dan bagus. Semoga saya bisa ikut berkontribusi dengan duitin dan semoga bakal ada duitin di wilayah samarinda dan sekitarnya.. Saya ingin belajar dan terus belajar dari Duitin 😊,5
"Kok kode OTPnya ga bisa yah ,terjadi kesalahan terus, ini kenapa?",1
"Sangat Terbantu DUITIN, sampah daur ulang secara rutin dijemput setiap minggunya, menambah saldo koin dan poin👍👍👍✌",5
"Ga bisa terima OTP, tiap ada tlfon masuk saya angkat lgsung mati, berkali kali seperti itu terus",1
"Biaya adminya kegedean bang, masih ada pengepul didaerah saya, yg lebih menarik.",3
Kak misalnya kalo ada anak yang suka melakukan daur ulang sampah dan download aplikasi masih dapat keuntungan kah kak meskipun GK punya kartu kredit atau ATM,5
"Aplikasi bagus nih, sangat bermanfaat dan dapat mengurangi pencemaran lingkungan",5
3 bintang dulu ya.... kenapa belom semua daerah untuk penjemputan nya.. Sangat membantu intinya,3
"Tidak bisa daftar, saat masukan kode OTP selalu gagal",1
aplikasi gajelas nyesel download. masa gabisa kebuka pas mau dibuka langsung keluar aplikasi aneh,1
"Maaf kak kok saya gak bisa sign in di duitin karna pada saat di telpon ferifikasi kode langsung mati,mohon untuk kebijakannya🙏🙏🙏",3
Aku suka banget sama aplikasi ini... Tapi untuk kelengkapan identitas kan disuruh foto diri sendiri sama tanda pengenal. Aku masih di bawah umur jadi belum punya ktp. Kl kek gitu gimana ya?,4
"Sudah di coba memasukan kode verifikasi, namun gagal terus. Lebih dari 3x, masih tetap gagal.",4
Sebenernya udah bagus ada apk begini tp mau daftar kenapa gabisaa gagal terussss....,4
Gara gara tiktok yaampun download ini . Dari keliatannya si udah kek banyak keuntungan. Semangattt semuaaaaa,5
Gajelas apk nya masa saya udh kirim ulang utk minta kode OTP nya buat masuk ke akun nya tpi ga di kirim² kode OTP nya dri pagi ampe skrng jdi hrus gimna nih tlong bantuan nya,1
"Apa ini mau daftar ko kode OTP salah mulu, padahal sesuai sama SMS yang masuk 🤦",3
"saya sangat mendukung aplikasi ini..saya kasih bintang5 langsung. tetapi,saya masih bimbang apakah APK ini benar-benar aplikasi yang memudahkan orang untuk menukarkan barang bekas dengan uang tunai? saya,pengguna baru APK ini jadi apakah aplikasi ini bisa membantu orang banyak?",5
Saya g bisa terima nomer OTP kenapa ya jdi nya saya g bisa login login ni tolong dong di bantu,3
"Seneng banget pas tau ada aplikasi seperti ini, tapi apakah untuk daerah sidoarjo sudah tersedia? Semoga daerah sidoarjo sudah bisa di akses",5
"Aplikasinya keren, bisa dapat uang dari sampah daur ulang..",5
"Ga bs dibuka, malah biru semua, ditunggu lama masih ga berubah 🤪 bintang 1 dulu, nanti klo udah bagus baru tambah lg bintangnya",1
Sudah instal. Menunggu kode verifikasinya tidak dikirim kirim. Ya sudah uninstall lagi,1
"kok saya mau kogin lama banget ya kode otp ,saya udh unital 3 kli gak bisa padahal nomer telp bener, padahal saya mau pake aplikasi buat tugas uas saya 🙏 apakah bisa saya mengkontak?",3
Lebih dikembangkan lagi dan lebih banyak cakupan daerahnya agar indonesia bersih,5
"Fix aplikasi tergood, semoga bisa trus berkembang hingga wilayah saya, Gresik.",5
Udah berkali² daftar pake nomor belom di miscall juga hadeh udah instal ulang tetep aja sama,1
ini gimana ya kok ga bisa daftar eror melulu pas masukin lode dari sms verifikasi,1
Tiga dulu bintangnya kalo memuaskan saya tambah lgi. Emang ga bisa pake metode lain ya pencairannya misalnya dana ato gopay gitu?,3
"Tidak usah bingung untuk buang sampah untuk daur ulang, lewat aplikasi duitin semuanya beres",5
Aplikasi bagus... Rubah sampah daur ulang jadi uang.. semoga bermanfaat untuk banyak orang 👍👍👍,5
Udah dapet kode verifikasi tapi bermasalah mulu. Tolong di fix,2
"Coba ulang2 OTP gak dikirim2 jd gak bisa masuk apps,membagongkan",1
"Berharga bgt dimasa pandemi gini, sebenrnya udah nyebar lamaran tapi gaada panggilan kerjaan yaudah sekalian ngisi kegiatan juga ngumpulin sampe sebanyak mungkin, lumayan buat beli paket data hehe",5
"Saya tinggal di karawang, saya dah ada sampah daur ulang banyak, saya sudah cari duitin picker 2x tp tidak ada yg mengambil sama sekali, tolong untuk daerah karawang pickernya adain perbanyak dong.... Udah pd download fuitin tetangga2 saya,saya kasih tau mereka semangat ngumpulin daur ulang untuk di pick up",5
Kok aplikasinya keluar terus stelah bisa terdaftar. Mohon bantuanya min,3
"Udah download, ternyata belum ada untuk daerah bekasi..",2
"maaf aku ksh bintang 2, knp baru mau buat akun tapi verifikasi kode otp nya gak bisa-bisa.. hmm error terus.",2
Kak kok ngga bisa daftar yah... Pas klik daftar keluar App,5
"Duitin pelayann ok ,ramah merasa terbantu dimasa pandemi ini karena tdk perlu keluar rumah langsung diambil sampah yg sdh dikumpulkan ,sebagai ibu rmh tngga bisa sambil pilah sampah dan menguntungkan juga ...saran kedepannya plastik2 bekas detergent ,sabun cair ,bekas susu kotak bisa di masukan juga di aplikasi karena setiap rumah pasti bnyk Sekali plastik2 Refill....bravo Duitin sukses",4
Aplikasinya menarik tapi sayang daerah saya belum ada. Tolong segera dibuka ya cabangnya di Bojonegoro Jawa Timur.,5
Buat aplikasi duitin tolongg semoga bisa ada cabang di jawa timur kota jombang ya..:D soalnya aku berada di jombang jadi gk bisa pake app duitin dongg:( ya.. semoga cabang nya bisa sampai seluruh indonesia agar orang orang menjadi semangat untuk mengumpulkan sampah dan lingkungan menjadi bersih dan nyqman:D DITUNGGU YA..,5
Menurut saya apk ini ga bisa masuk&gal berguna udah itu saja terima kasih Kuota abis,1
Untuk aplikasi duitin mohon diperbaiki kendala kode otp yang dikirim lewat sms,4
"Lebih mudah , membantu untuk membersihkan lingkungan 😘",5
"Kayaknya bakal suka si, tapi blm nyampe Bekasi.. Adain Bekasi dong ka",4
Kegunaan aplikasi ini sangat berguna banget🤩karena bisa mendaur ulang sampah melalui aplikasi dan akan mendapatkan uang sesuai jenis benda tersebut🤩😊👌🏻😉😉,5
Mau daftar tapi ga ada kelurahan gunung di kebayoran baru..,3
Saya kok pas mau daftar gak dapet dapet ya otp nya udah 2 nomer telp si coba gak masuk masuk,2
"Maaf ,saya sudah 3 kali nginstal apk ini dan gabisa masuk untuk daftar",1
"Kenapa kok saya ndak dapet telfon buat verifikasi nomer . Udah di ulang"" tapi tetep ndak dapet kode otp nya . Huuuhhhhh",2
"Kereen pokok nya DUITIN, admin dan picker nya ramah 2, bisa kolektif pula, semoga duitin tambah sukses, admin dan picker nya sehat selalu",5
Udah mau pakai tapi daerahnya tdk termasuk daerah cangkupannya Semoga bisa lebih luas lagi daerahnya,4
"Aku udh berkali kali nyoba buat mulai tapi g bisa bisa.mau isi kelengkapan data,g bisa juga d bagian domisili. Padahal sampah aku udh banyak. Bisa d bantu ???",3
"Terimakasih min, sy sudah hub nomor w.a nya. Dan sudah dapat jadwal untuk pick up SDU nya",5
Sudah diwnload tapi gak bisa daftar,2
"Aplikasi sangat bermanfaat semoga aplikasi ini sangat maju kedepannyaa, alhamdulillah sangat senang",5
"Bintang 1 dulu, kenapa ya kok aplikasi nya sering keluar sendiri? Di tunggu updatenya",1
"Aplikasi sangat bagusss sekali, membantu indonesia tanpa sampah",5
"Apk ini sebenarnya bagus, tp d daerah saya blm ad, semoga area ny makin luas kedepannya",4
"Saya dari tadi nunggu kode verifikasi tapi tidak di kirim juga sudah beberapa kali kirim ulang tapi tidak ada sms kode verifikasi nya ,, tolong di bantu",3
Terima kasih Duitin sudah membantu banyak pihak dan membuat banyak orang berkontribusi terhadap kelestarian bumi kita bersama. Sukses selalu!,5
"Mohon bantuannya, saya daftar tidak memiliki kode referal tetapitidak bisa lanjut. Terjadi kesalahan trs. Bagaimana solusinya trmksh",2
"Sangat baik, dan sangat harus didukung sii buat melestarikan lingkungan",5
Lovely app. Ini adalah inovasi yang sangat luar biasa dan sangat dibutuhkan oleh masyarakat. Untuk mendukung manifesto ekologi Indonesia yang sudah canangkan oleh Gerry Van Klinken.,5
kenapa gabisa mendaftar trus muncul terjadi kesalahan terus,1
Kok gabisa sih katanya no telfon anda tidak terdaftar,5
Udah ku instal tapi daerahku belum ada. Bima NTB. Semoga duitin bisa sampai ke pelosok. 🙏,4
Terimakasih duitin dengan aplikasi ini saya bisa ikut program daur ulang,5
"Buat yg kesusahan mendoatkan kode OTP sebenernya gampang,nanti Kita dimiss call masukan saja 4 angka terakhir nomor yg miss call kita",5
"Apakah app ini hanya berlaku di pulau Jawa saja??, Diluar pulau Jawa belum berlaku kah?? Di sumatera utara misal nya 😊🙏, mohon di jawab 🙏🙏 terimakasih",4
Yuk Download dan ikutan Gerakan bersama duitin Indonesia untuk kehidupan yang lebih bermanfaat bagi lingkungan kita bersama .,5
Baru instal blm buka apalagi pake tapi salut banget dan terharu ada org yang bener2 peduli lingkungan dengan cara milenial seperti ini! Good job duitin semoga visi misi nya tercapi! 2025 indonesia bersih,5
dengan adanya apk ini semoga bisa bermanfaat bagi kita semua..,5
"Sampah bener nih aplikasi, kalah sama aplikasi serupa, tidak ada yg mengambil sampah, payah",1
"Minta kode otp kenapa nggak masuk2? Udah coba daftar dari kapan hari, tetep aja belum bisa",3
Saya mau tanya kenapa setiap angkat telpon buat dapat otp selalu mati telpon nya?,3
Tadinya senang nemu aplikasi ini tapi langsung uninstall karena wilayah Tangerang belum ada..,2
"Sangat membantu lingkungan, koin jadi ngalir",5
Di jambi blm bisa di pake krn picker nya blm mencapai wilayah jambi... Sedih bngt.. tlg di tingkatkan lg cakupan wilayah nya,2
"Tidak bisa mendaftar,langsung force close",1
Aplikasinya bagus tapi daerah sumedang gak bisa,1
Aplikasinya sangat berguna bngt ayo admin luaskan jangkauannya supaya duitin juga berinovasi kembali agar memerangi krisis sampah di seluruh indonesia,5
"Halo saya pengguna lama duitin, hp saya ga sengaja ke riset saat saya daftar lagi menggunakan nomer yang sama saya belum dapet kode otp nya atau misscall. mohon bantuannya",4
Aplikasinya bagus tapi sayang surabaya belom ada.,4
"Aplikasi nya belum bisa saya pakai, ga bisa daftar , gmna ini solusinya",3
Bagus. Semoga bisa menjangkau semarang secepatnya,5
ga bisa registrasi. Karna OTP ditunggu munculnya lama,1
Aplikasi berbasis kelestarian lingkungan dan komitmen untuk menciptakan Indonesia bebas sampah 2025 Sangat bagus sekali,5
Kenapa kok terjadi kesalahan terus gabisa daftar,3
"Aplikasi Murtad, OTP kgk dapet dapet, gimana mau login, kgk jelas dasar, perbaiki baru boleh masuk lagi, murtad people dasar",1
Di daerah mana? Dan bagaimana caranya? Kemasan merk apa saja dan berapa harganya? Apakah ada batas minimalnya? Untuk daerah Kabupaten Tangerang bisa gak?,4
"please diperluas areanya ya aku orangnya suka kumpulin plastik botol dan kardus dan ini sangat membantu, cuma belum ada di bogor jadi kecewa..",5
"Tujuanny bagus ,tapi saya ga dapet dapet duitinpicker ☹",3
Sudah mau proses verifikasi kok terjadi kesalahan trus kenapa yaa.... ?,3
Suka app ini. Sudah order pickup pun berulang kali. Terimakasih duitin sdh menjadi jalan kami memudahkan kami ikhtiar u pilah sampah,5
"Hallo min ini saya mau buat akun knp nge stuck di kode referral yaa saya lewati tetap ad tulisan ""terjadi kesalahan"" Mohon bantuan ny",4
Gimana sih ini kode otp nya gk dapat dapat udah 6 kali nyoba tetep sama aja,2
"Saya pas mau mendaftar kok malah keluar sendiri, tolong developer buat benerin ini",2
Ini kenapa sih kok kode otpnya gak masuk masuk dari tadi mohon diperbarui !!!!!!!,1
Masih kg bisa daftar dan otp pun gagal trus.sudah di bantu sam admi. Masih kg ada solusi nya,1
Kak...kalau popok dewasa bs di duitin.id gak ya?,4
"Kocak ni mau daftar aja ga bisa kodenya ga kekirim kekirim, udah nyoba malem siang tetep ga kekirim",1
"Klo sy sbg piciker,kmn brg yg sdh sy jemput dan sy bayar yg lempar kembali utk jd uang kembali?apa bebas sy lempar ke pengempul atau pihak aplikasi memiliki mitra pengepul?",2
Semoga aplikasi ini makin tambah sukses selalu.makin jaya selalu.aminn,5
Kok gak bisa daftar ya? Pas minta OTP gagal mulu,1
"Apakah untuk area semarang sudah tersedia, kalo untuk minyak tempatnya apa? Plastik atau botol. Tks",4
Susah utk menggunakannya. Selalu gagal.utk menjual.pake aplikasi duitin. Sdh 2 hari berturut2 tdk ada respon. Maaf....,2
Ko aku ga terima OTPnya dari SMS ? Coba solusi gimana,1
"Syg bgt kek nya untuk daerahku samarinda, Kalimantan Timur duitin picker nya blm ad diperluas lgi dong:(",3
"Terimakasih udah buat program ini, semua sampah jadi tersalurkan dengan semestinya, bisa di daur ulang dan jadi gak sampah yg cuman terbuang di laut dan merusak lingkungan lautnya, semoga makin banyak orang yg melek terhadap sampah",5
"pas udah masukin kode referral kok gabisa lewati ya? malah muncul tulisan ""terjadi kesalahan"" terus",3
"Gabisa daftar cuk, langsung force close",1
Penarikannya ribet tidak bisa buat cadangan mendadak. Apk sering eror,1
𝐭𝐢𝐝𝐚𝐤 𝐛𝐢𝐬𝐚 𝐝𝐚𝐟𝐭𝐚𝐫 𝐬𝐮𝐝𝐚𝐡 𝐥𝐚𝐤𝐮𝐤𝐚𝐧 𝐫𝐞𝐠𝐢𝐬𝐭𝐫𝐚𝐬𝐢,1
"Semoga cakupannya bisa diperluas ke seluruh Indonesia, karena ini bermanfaat banget",4
"ketika mau klik register, aplikasinya keluar sendiri",1
Mau nanya emang admin nya ada di seluruh indonesia atau di wilayah tertentu saja,5
"Tolong areanya diperluas sampai Solo dan Karanganyar, terima kasih",5
Udh download Konfirmasi udh tp kenapa ga bisa di buka aneeeh,1
"Sayang sekali, udh semangat, belum semua wilayah sih, bjngung jadi mau ngapain",4
Assalamualaikum. Mau bertanya picker apk duitin ini bisa mencakup area kabupaten bekasi tidak. Terima kasih,5
"Aplikasi yang sangat berguna, mengajak masyarakat untuk menjaga lingkungan dan menjadikan Indonesia bukan tempat sampah. Sukses selalu Duitin... Aminn🙏",5
"Saya sangat suka program ini, tapi sangat disayangkan di Provinsi Gorontalo belum ada, padahal saya sudah mendownload😩",1
Jika bagus akan aku rekomendasikan ke keluarga dan tetangga sekitar,5
Kenapa pas maun daftar jika ga isi referal kode nya ga bisa ya?,5
Aplikasi kibul susah aja mau minta picker digagalkaeun selalu sama aplikasinya,1
"Baru mau coba, tp susah bgt dapet kode otp nya",4
"Aplikasi bagus, mau nanya nih buat kedepan mau daerah mana lagi nih buat kerjasama sama duitin?",5
Kok masih suka ga bisa update??,3
"Hai team duitin saya baru memasang aplikasi ini sekarang, tapi apakah bisa yang daerah Riau bisa memakai aplikasi ini? Terimakasih",5
Susah sekali mencari pickernya jadi ke cancel mulu :(,4
Knapa saya gk bisa daftar buat masuk ke aplikasi duitin ya admin,2
Saya dengar2 aplikasi ini sangat bagus sayang belum ada di daerahku,5
"Kaka , Aplikasinya aktivin jg dongg buat yg di solo .. Terimakasih",5
"List harga /nilai hargana berapa per kg tidak ada, biasanya kalo kita jual ke pengepul rongsokan /loakan berbeda-beda hargana.. misal harga botol plastik per kg berapa, harga botol kaca berapa, dst... Dan wilayah DKI apakah hanya DKI saja atau jabodetabek",4
Tidak bisa daftar error terus,4
aplikasi yg bisa membuat indonesia lebih baik,5
Hanya daerah tertentu... Lama lagi loading nya,1
"Kenapa daftarnya harus pake poto diri dengan identitas tanda tangan, seperti daftar bank online hiii",1
Kayanya bagus nih aplikasi. Sy ga dpt nmr buat verifikasi. gimana ya,4
"Untuk aplikasi duitin semoga ada cabang ke samarinda,kalimantan timur.",5
Lbih bagus kalau ada di seluruh indonesia,5
"Aku sudh coba daftar, dari hari sabtu, minggu senin, sudh cek saldo pulsa. tapi blm bisa terima kode OTP kenapa ya?",3
Kenapa saya kasih bintang satu karena kode verifikasi nya lama amat aku udh nunggu 1 jam belum aj ke kirim kode verifikasi nya tolong diperbaiki,1
Mau minta otp tanpa diangkat tak ada suara apapun. Mau WA ke nomer pun gak ada. Gmn agar bisa gabung. Mohon infonya,1
Halo kak! Umur saya 11 tahun hehe masih kecil sih. Oh ya kak saya minta tolong buat tambahin didaerah kalimantan. Kaya kalimantan barat. Kalimanta timur dan lain² soalnya indonesia adalah negeri seribu pulau Maaf kalau tersingung saya tau itu susah. Tapi usahakan ya kak Terimakasih.,5
Bagus...semoga lbh bnyk lg picker ny dan lbh bnyk lg cakupan wilayah ny...,5
Next kabupaten mojokerto ya kak.. Aq suka ngumpulin botol2 bekas tp klo dijual ke tukang rongsokan kagak laku akhirnya ku buang.,5
Masa ga berhasil trs kpn selesainya ngabisin wkt aj..tolong dong perbaiki,1
Alhamdulillah jadi bisa ikut serta jaga bumi lewat duitin. Tinggal nunggu aja di rumah. Tapi mohon maaf aku kasih 4 dulu karena antri pickup yg lama huhu. Semoga duitin makin sukses dan pickernya makin banyak aamiiin,4
"Tolong ini kenapa gak bisa daftar, stuck di bagian kode Referral 😭😭",4
"hari Rabu tgl 11 Agustus 2021,saya baru saja menggunakan aplikasi Duitin ..sangat praktis dan mudah sekali kami minta dan langsung di layani dg baik ..tetap dirumah saja barang daur ulang diambil langsung .. dan kami bisa menabung deh .. terimakasih Duitin .. sukses selalu ..",5
"Aku kok mau masuk aplikasi duitin susah banget ya, kode otp nya ga masuk2 ihhh sebel sumpah",3
"udah minta pick up berkali-kali gaada yg mau pick up. PAYAH. Saya di Jak-Sel, minta pick up sesuai jadwal hari SENIN, tp ttp gaada tim duitin yg mau nyamperin.",1
"Beberapa x minta otp ga dikasih"" malah bilang anda trs menerus minta otp..gak jelas.. uninstall aja ah",1
"Halo,apakah kemasan seperti minuman sachet,dan juga botol skincare bisa?",5
"Jelek aplikasi nya... GK bisa masukin no kode otp.., padahal area Jakarta",2
"min saya udh daftar ,udah bisa juga ,tapi pengen nanya dulu daerah Bandung udh bisa belum ya?",5
"Kenapa aplikasinya ngak mau kebuka yah?, padahal saya sudah selesai daftarnya?",1
"mohon di bantu saya , mencoba daftar tetapi code otp.tidak kunjung di dapat , kenapa ya ?",5
hang. apps tidak mau terbuka,1
Tolong saya tidak menerima kode otp bahkan saya minta kirim ulang pun tak dapat respon.,1
"Otp saya terkendala,disuruh klik disini klo ada kendala tp ga ada jawaban kode otpnya malah dikirimin jadwal pengangkutan sampahnya",5
Saya tidak bisa dapat otp sudah berkali-kali minta kirim ulang tapi tetap tidak bisa,3
Kanpa saya mau masuk malah keluar lagii ini kanpa sih bingung padahal hap sya bagus aplikasi kaka ini gajels,3
Keren....bisa sampah jadi duit.. terimakasih,5
"Kok saya gk dapat kode otp sih,jangan tlpn bro kl gak mau di angkat.cukup kirimkan kode otp ke saya aja.kenapa cuma miscaal mulu",1
Kok saya mau daftar tp otpnya ga pernah ada smsnya ya. Kenpa ya?,4
"Sy sdh bbrp x beri ulasan ttg DUITIN yg mn dlm ulasan tsb selalu menanyakan ttg picker krn sy susah sekali mendptkan picker yg pd akhirnya sy hny bs beri 3 bintang. Sy cek utk lht jwbannya tp ulasan sy tdk ada. Apakah ulasan sy yg kmarin"" dihapus oleh admin atau bgmn?? Krn slalu hilang jika sy mau tau jwban dr DUITIN. Yg mana pertanyaan sy, apakah di Klender Jkt Timur tdk ada picker atau bgmn?? Tlg infonya",3
"Aplikasi ini, terlihat banyak bohongnya, dan sangat merugikan member nya",1
"Hi saya pengguna baru. Saya masih blm dapat otp nya, jadi belum bisa masuk. Bisa dibantu untuk pendaftarannya?",4
Ndang bisa masuk gk ada sms otp.nya,1
Saya kecewa dengan apliksi ini 2x loh saya melakukan penjemputan tiba2 selalu dibatalin saya dijakarta utara tanjung priok...tolong dong konfirmasinya,1
Baru di coba. Kira-kira daerah poso sulawesi tengah sudah ada agen pengambilan sampahnya tidak? Kalau mau menjadi mitra pengumpul bisa tidak???,5
Kenapa saya tidak dpt kode verifikasi.. Jadi saya ngga bisa masuk.. Sad,1
Kok Saya Susah Sekali ya mendapatkan kode OTP? Mohon penjelasan nya setiap saya ingin angkat langsung mati telepon nya?,4
saya mau tanya untuk wilayah kota bekasi bisa ga udah di jangkau apa belum yah,5
Kota tangerang belum ada ya? Aku dah install lama tp belum transaksi nih mau coba. Min kota tangerang belom ada ya?,3
Kak buka cabang di jombang dong lumayan nih tambah tambah saat pandemi tidak ada sangu plisss buka di jombang,5
